Category,Initiative Name,Initiative Description,Severity,Control ID,DevOps Control Name,Control Description,Recommendation,Code
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Medium,DOS2070,All Repositories - Repository Policies - Case enforcement,"Enable the 'Case enforcement' repository policy setting, so that you block contributors from introducing case-only differences. Avoid case-sensitivity conflicts by blocking pushes that change name casing on files, folders, branches, and tags. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#case-enforcement-policy https://learn.microsoft.com/en-us/azure/devops/repos/git/os-compatibility  https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Under 'All Repositories' page, click on Policies tab.  4. Under 'Repository Policies' section, turn 'On' the policy 'Case enforcement'.",ADO_PROJECT_ALLREPOSITORIES_REPOPOLICY_CASE_ENFORCEMENT
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Medium,DOS2090,All Repositories - Repository Policies - Maximum file size (10 MB),"Enable the 'Maximum file size' repository policy setting, so that you block files over a certain size from entering the repository. This policy will reject pushes to a repository for files which exceed the specified size. Block pushes that contain new or updated files larger than this limit. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#maximum-file-size-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Under 'All Repositories' page, click on Policies tab.  4. Under 'Repository Policies' section, turn 'On' the policy 'Maximum file size' and select the (10 MB) value from the drop down list.",ADO_PROJECT_ALLREPOSITORIES_REPOPOLICY_MAXIMUM_FILE_SIZE
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Medium,DOS2100,All Repositories - Repository Policies - Maximum path length (248),"Enable the 'Maximum path length' repository policy setting, so that you block pushes that contain files or directories with path lengths that are invalid on any platform. This policy will reject pushes to a repository for paths which exceed the specified length. Block pushes that introduce paths that exceed the specified length. The default maximum value is 248, because that maximum length is 100% supported across all three major platforms. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#maximum-path-length-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Under 'All Repositories' page, click on Policies tab.  4. Under 'Repository Policies' section, turn 'On' the policy 'Maximum path length' and configure the length to be 248 chars supported across all three major platforms.",ADO_PROJECT_ALLREPOSITORIES_REPOPOLICY_MAXIMUM_PATH_LENGTH
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Medium,DOS2110,All Repositories - Repository Policies - Reserved names,"Enable the 'Reserved names' repository policy setting, so that you block pushes to a repository that contain file or folder names that are invalid on all platforms. This policy will reject pushes to a repository for names which aren't valid on all supported client OSes. Block pushes that introduce files, folders, or branch names that include platform reserved names or incompatible characters. Learn more: https://learn.microsoft.com/en-us/azure/devops/repos/git/repository-settings?#reserved-names-policy https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#repositories-and-branches","1. Navigate to Project Settings.  2. Open the Repositories link under Repos.  3. Under 'All Repositories' page, click on Policies tab.  4. Under 'Repository Policies' section, turn 'On' the policy 'Reserved names'.",ADO_PROJECT_ALLREPOSITORIES_REPOPOLICY_RESERVED_NAMES
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Low,DOS2325,Pipelines - Environment should have a description,Make sure to add a description to your pipeline environment. Include a description in your pipeline environment for clarity and purpose. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/process/environments,1. Navigate to Project -> Pipelines -> Environments  2. Select an environment.  3. Click on the three dots button (top right).  4. Click Edit.  5. Enter a Description.  6. Click on 'Save'.,ADO_PROJECT_PIPELINES_LIBRARY_ENVIRONMENT_SHOULD_HAVE_DESCRIPTION
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Low,DOS2475,Pipelines - Service connection should have a description,Make sure to provide a description for your pipeline service connection. Adding a description will help users understand its purpose and when to use it. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on Edit button.  5. Enter a Description.  6. Click on 'Save'.,ADO_PROJECT_SERVICECONNECTION_SHOULD_HAVE_DESCRIPTION
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Low,DOS2326,Pipelines - Variable group should have a description,Make sure to add a description to your pipeline variable group. This description will help define its purpose and provide clarity to users about the role of the variable group. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/library/variable-groups?tabs=classic,1. Navigate to Project -> Pipelines -> Library  2. Select a variable group.  3. Enter a Description.  4. Click on 'Save'.,ADO_PROJECT_PIPELINES_LIBRARY_VARIABLEGROUP_SHOULD_HAVE_DESCRIPTION
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Low,DOS2335,Project should have a description,Include a project description for clarity and purpose. Describe your project and make it easier for other people to understand it. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/projects/create-project,1. Navigate to Project Settings.  2. Select General -> Overview.  3. Enter a Description.  4. Click on 'Save'.,ADO_PROJECT_SHOULD_HAVE_DESCRIPTION
Project,ADO Secure Projects - General,Secure your projects by ensuring private visibility and validating the settings.,Low,DOS2336,Project Team should have a description,Include a description to your project team for clarity and purpose. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/settings/add-teams,"1. Navigate to Project Settings.  2. Select General -> Teams.  3. Select a team.  4. Click on Settings tab.  5. Under 'Team Details' section, enter a Description.  6. Click on 'Save'.",ADO_PROJECT_TEAM_SHOULD_HAVE_DESCRIPTION
Project,ADO Secure Projects - Pipeline Permissions,Secure your projects' pipelines by configuring the pipeline permissions.,High,DOS2280,Do not make the Agent Pool accessible to all YAML Pipelines,Agent Pool must not be granted access to all YAML pipelines. Lock down the agent pool and only allow selected YAML pipelines to access it. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#pipeline-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-individual-agent-pool-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources,1. Navigate to Project Settings.  2. Open the Agent pools link under Pipelines.  3. Select an agent pool.  4. Click on Security tab.  5. Review Pipeline permissions and click on 'Restrict permission' to only allowed pipelines.,ADO_PROJECT_PIPELINEPERMISSIONS_AGENTPOOL_DONT_GRANT_ALL_YAML_PIPELINES_ACCESS
Project,ADO Secure Projects - Pipeline Permissions,Secure your projects' pipelines by configuring the pipeline permissions.,High,DOS2290,Do not make the Environment accessible to all YAML Pipelines,Environment must not be granted access to all YAML pipelines. Lock down the environment and only allow selected YAML pipelines to access it. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources,"1. Navigate to Project -> Pipelines -> Environments  2. Select an environment.  3. Click on the three dots button.  4. Click Security.  5. Under 'Pipeline permissions' section, click 'Restrict Permission' to avoid granting access to all YAML pipelines. Add the YAML pipelines that need explicit access on this environment.",ADO_PROJECT_PIPELINEPERMISSIONS_ENVIRONMENT_DONT_GRANT_ALL_YAML_PIPELINES_ACCESS
Project,ADO Secure Projects - Pipeline Permissions,Secure your projects' pipelines by configuring the pipeline permissions.,High,DOS2300,Do not make the Secure File accessible to all YAML Pipelines,Secure File must not be granted access to all YAML pipelines. Lock down the secure file and only allow selected YAML pipelines to access it. Information can be steal from the secure file if an unautorized user builds a YAML pipeline that can access the secure file. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources,1. Navigate to Project -> Pipelines -> Library  2. Select a secure file.  3. Click on 'Pipeline permissions'.  4. Click on 'Restrict permission'.  5. Click + to add the YAML pipeline that needs permission to the secure file.,ADO_PROJECT_PIPELINEPERMISSIONS_SECUREFILE_DONT_GRANT_ALL_YAML_PIPELINES_ACCESS
Project,ADO Secure Projects - Pipeline Permissions,Secure your projects' pipelines by configuring the pipeline permissions.,High,DOS2310,Do not make the Service Connection accessible to all YAML Pipelines,"Service connections must not be granted access to all YAML pipelines. Lock down the service connection and only allow selected YAML pipelines to consume the service connection. If any other YAML pipeline refers to the service connection, an authorization request gets raised, which must be approved by a connection Administrator. Learn more: https://docs.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints?view=azure-devops&tabs=yaml#pipeline-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources","1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on the three dots button.  5. Click Security.  6. Under 'Pipeline permissions' section, click 'Restrict Permission' to avoid granting access to all YAML pipelines. Add the YAML pipelines that need explicit access on this service connection.",ADO_PROJECT_PIPELINEPERMISSIONS_SERVICECONNECTION_DONT_GRANT_ALL_YAML_PIPELINES_ACCESS
Project,ADO Secure Projects - Pipeline Permissions,Secure your projects' pipelines by configuring the pipeline permissions.,High,DOS2320,Do not make the Variable Group with secret variables accessible to all YAML Pipelines,Variable Group with secret variables must not be granted access to all YAML pipelines. Lock down the variable group and only allow selected YAML pipelines to access it. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources,1. Navigate to Project -> Pipelines -> Library  2. Select a variable group.  3. Click on 'Pipeline permissions'.  4. Click on 'Restrict permission'.  5. Click + to add the YAML pipeline that needs permission to the variable group.,ADO_PROJECT_PIPELINEPERMISSIONS_VARIABLEGROUP_WITH_SECRETS_DONT_GRANT_ALL_YAML_PIPELINES_ACCESS
Project,ADO Secure Projects - Pipeline resource protection - Checks,Secure your projects' pipelines by configuring checks on your protected resources.,High,DOS2140,Pipeline Protected Resources - Checks - Configure a protected branch check on each production environment,Allow deployments based on branches linked to the run. Extend pipeline protection by configuring a protected branch check on each of your resources. This will automatically stop your pipeline from running on top of any user branches. Most pipelines need a second set of eyes look over changes (especially to the pipeline itself) before deploying to production. Checks allow you to pause the pipeline run until certain conditions are met. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#checks https://learn.microsoft.com/en-us/azure/devops/pipelines/process/approvals https://learn.microsoft.com/en-us/azure/devops/pipelines/process/environments,1. Navigate to Project -> Pipelines -> Environments  2. Select an environment.  3. Click on 'Approvals and checks' tab.  4. Click on '+' button to add a new 'Branch control' check.,ADO_PROJECT_PIPELINE_CHECKS_ENVIRONMENT_CONFIGURE_BRANCH_CONTROL_CHECK_FOR_PRODUCTION
Project,ADO Secure Projects - Pipeline resource protection - Checks,Secure your projects' pipelines by configuring checks on your protected resources.,High,DOS2152,Pipeline Protected Resources - Checks - Configure a protected branch check on each production service connection,Allow deployments based on branches linked to the run. Extend pipeline protection by configuring a protected branch check on each of your resources. This will automatically stop your pipeline from running on top of any user branches. Most pipelines need a second set of eyes look over changes (especially to the pipeline itself) before deploying to production. Checks allow you to pause the pipeline run until certain conditions are met. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#checks https://learn.microsoft.com/en-us/azure/devops/pipelines/process/approvals https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on 'Approvals and checks' tab.  5. Add a new 'Branch control' check.,ADO_PROJECT_PIPELINE_CHECKS_SERVICECONNECTION_CONFIGURE_BRANCH_CONTROL_CHECK_FOR_PRODUCTION
Project,ADO Secure Projects - Pipeline resource protection - Checks,Secure your projects' pipelines by configuring checks on your protected resources.,High,DOS2145,Pipeline Protected Resources - Checks - Protect your production environment with approvals and checks,Checks allow you to manage how this resource is used. Extend pipeline protection by configuring checks on each of your resources. Most pipelines need a second set of eyes look over changes (especially to the pipeline itself) before deploying to production. Checks allow you to pause the pipeline run until certain conditions are met. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#checks https://learn.microsoft.com/en-us/azure/devops/pipelines/process/approvals https://learn.microsoft.com/en-us/azure/devops/pipelines/process/environments,1. Navigate to Project -> Pipelines -> Environments  2. Select an environment.  3. Click on 'Approvals and checks' tab.  4. Click on 'Add your first check' / 'View all checks' to add one or more checks.  5. Click 'Create' to add the check.,ADO_PROJECT_PIPELINE_CHECKS_ENVIRONMENT_PRODUCTION_PROTECT_WITH_CHECKS
Project,ADO Secure Projects - Pipeline resource protection - Checks,Secure your projects' pipelines by configuring checks on your protected resources.,High,DOS2155,Pipeline Protected Resources - Checks - Protect your production service connection with approvals and checks,Checks allow you to manage how this resource is used. Extend pipeline protection by configuring checks on your production resources. Most pipelines need a second set of eyes look over changes (especially to the pipeline itself) before deploying to production. Checks allow you to pause the pipeline run until certain conditions are met. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#checks https://learn.microsoft.com/en-us/azure/devops/pipelines/process/approvals https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on 'Approvals and checks' tab.  5. Click on 'Add your first check' / 'View all checks' to add one or more checks.  6. Click 'Create' to add the check.,ADO_PROJECT_PIPELINE_CHECKS_SERVICECONNECTION_PRODUCTION_PROTECT_WITH_CHECKS
Project,ADO Secure Projects - Pipeline resource protection - Checks,Secure your projects' pipelines by configuring checks on your protected resources.,High,DOS2135,Pipeline Protected Resources - Checks - Require approvals on each production environment,Approvers should grant approval for deployment. Extend pipeline protection by configuring a manual approval check on each of your resources. This will automatically stop your pipeline from running on top of any user branches. Most pipelines need a second set of eyes look over changes (especially to the pipeline itself) before deploying to production. Checks allow you to pause the pipeline run until certain conditions are met. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#checks https://learn.microsoft.com/en-us/azure/devops/pipelines/process/approvals https://learn.microsoft.com/en-us/azure/devops/pipelines/process/environments,1. Navigate to Project -> Pipelines -> Environments  2. Select an environment.  3. Click on 'Approvals and checks' tab.  4. Click on '+' button to add a new 'Approvals' check and choose your 'Approvers'.  6. Click 'Create' to add the check.,ADO_PROJECT_PIPELINE_CHECKS_ENVIRONMENT_CONFIGURE_APPROVALS_FOR_PRODUCTION
Project,ADO Secure Projects - Pipeline resource protection - Checks,Secure your projects' pipelines by configuring checks on your protected resources.,High,DOS2150,Pipeline Protected Resources - Checks - Require approvals on each production service connection,Approvers should grant approval for deployment. Extend pipeline protection by configuring a manual approval check on your production resources. Most pipelines need a second set of eyes look over changes (especially to the pipeline itself) before deploying to production. Checks allow you to pause the pipeline run until certain conditions are met. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources#checks https://learn.microsoft.com/en-us/azure/devops/pipelines/process/approvals https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on 'Approvals and checks' tab.  5. Add a new 'Approvals' check and choose your 'Approvers'.  6. Click 'Create' to add the check.,ADO_PROJECT_PIPELINE_CHECKS_SERVICECONNECTION_CONFIGURE_APPROVALS_FOR_PRODUCTION
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2340,Security Roles - Restrict common group access permissions on agent pool,"The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-agent-pool-permissions","1. Navigate to Project Settings.  2. Open the Agent pools link under Pipelines.  3. Select an agent pool.  4. Click on Security tab.  5. Under 'User permissions' section, review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_AGENTPOOL_RESTRICT_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2360,Security Roles - Restrict common group access permissions on environment,"The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-environment-permissions","1. Navigate to Project -> Pipelines -> Environments  2. Select an environment.  3. Click on the three dots button (top right).  4. Click on Security.  5. Under 'User permissions' section, review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_ENVIRONMENT_RESTRICT_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2390,Security Roles - Restrict common group access permissions on secure file,"The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-library-permissions","1. Navigate to Project -> Pipelines -> Library  2. On 'Library' page, click on 'Secure files' tab.  3. Select a secure file from the list.  4. Click on Security button.  5. Review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_SECUREFILE_RESTRICT_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2420,Security Roles - Restrict common group access permissions on variable group,"The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-library-permissions","1. Navigate to Project -> Pipelines -> Library  2. On 'Library' page, click on 'Variable groups' tab.  3. Select a variable group from the list.  4. Click on Security button.  5. Review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_VARIABLEGROUP_RESTRICT_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2400,Security Roles - Restrict global group access permissions on service connection,"The global groups (Administrators, Service Accounts, Contributors, Creators, Readers, Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-service-connection-permissions","1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on the three dots button.  5. Click Security.  6. Under 'User permissions' section, review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_SERVICECONNECTION_RESTRICT_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2350,Security Roles - Restrict inherited common group access permissions on agent pool,"Do not allow agent pools to inherit elavated permissions from project level user permissions. The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-agent-pool-permissions","1. Navigate to Project Settings.  2. Open the Agent pools link under Pipelines.  3. On 'Agent pools' page, click on Security button (top right).  4. On 'User permissions' panel, review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_AGENTPOOL_RESTRICT_INHERITED_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2370,Security Roles - Restrict inherited common group access permissions on environment,"Do not allow environments to inherit elavated permissions from project level user permissions. The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-environment-permissions","1. Navigate to Project -> Pipelines -> Environments  2. On 'Environments' page, click on the three dots button (top right).  3. Click on Security.  4. Under 'User permissions' section, review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_ENVIRONMENT_RESTRICT_INHERITED_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2410,Security Roles - Restrict inherited common group access permissions on service connection,"Do not allow service connections to inherit elavated permissions from project level user permissions. The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-service-connection-permissions","1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. On 'Service connections' page, click on the three dots button (top right).  5. Click Security.  6. Review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_SERVICECONNECTION_RESTRICT_INHERITED_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Security Roles,Secure your projects by restricting user permissions and assigned roles.,High,DOS2380,Security Roles - Restrict inherited common group access permissions on variable group and secure file,"Do not allow variable groups and secure files to inherit elavated permissions from project level user permissions. The groups (Contributors, Readers, Project Collection Valid Users, Project Valid Users) should not have elavated permissions (Admin/User). User permissions for certain groups must be restricted to read-only access. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scoped-permissions  https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions https://learn.microsoft.com/en-us/azure/devops/organizations/security/permissions-lookup-guide https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources?#user-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/policies/permissions#set-library-permissions","1. Navigate to Project -> Pipelines -> Library  2. On 'Library' page, click on Security button.  3. Review security roles and ensure common groups have only read-only access.",ADO_PROJECT_SECURITYROLES_LIBRARY_RESTRICT_INHERITED_COMMON_GROUP_ACCESS
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2460,Azure service connection should not be granted access to subscription or management group,Azure Resource Manager service connection should restrict scope level access only to specific resource or resource group as needed. It is important to not provide subscription or management group access for the 'automatic' service principal. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scope-service-connections https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints,1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection of type 'Azure Resource Manager'.  4. Click on Edit.  5. Reduce the scope to the appropiate resource group.  6. Save the changes.,ADO_PROJECT_SERVICECONNECTION_LIMIT_SCOPELEVEL_TO_USE_LEAST_PRIVILEGE_ACCESS
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2430,Azure service connection should use Workload Identity federation with OpenID Connect for authentication,"Use workload identity federation for your Azure Resource Manager (ARM) service connections. Workload identity federation allows you to create secret-free service connections in Azure Pipelines to Azure. Convert your existing Azure Resource Manager service connections which use secrets to authenticate to leverage Workload identity federation instead, for improved security and simplified maintenance. Learn more: https://learn.microsoft.com/en-us/azure/devops/organizations/security/security-best-practices#scope-service-connections https://learn.microsoft.com/en-us/azure/devops/pipelines/library/connect-to-azure?#create-an-azure-resource-manager-service-connection-using-workload-identity-federation https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints https://devblogs.microsoft.com/premier-developer/azure-devops-workload-identity-federation/",1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection of type 'Azure Resource Manager'.  4. Click on Convert button to 'Convert your service connections to workload identity federation for improved security and simplified maintenance.'.  5. Accept the changes by clicking Convert.,ADO_PROJECT_SERVICECONNECTION_AZURERESOURCEMANAGER_USE_WORKLOAD_IDENTITY_FEDERATION_AUTHENTICATION
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2310,Do not make the Service Connection accessible to all YAML Pipelines,"Service connections must not be granted access to all YAML pipelines. Lock down the service connection and only allow selected YAML pipelines to consume the service connection. If any other YAML pipeline refers to the service connection, an authorization request gets raised, which must be approved by a connection Administrator. Learn more: https://docs.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints?view=azure-devops&tabs=yaml#pipeline-permissions https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources","1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on the three dots button.  5. Click Security.  6. Under 'Pipeline permissions' section, click 'Restrict Permission' to avoid granting access to all YAML pipelines. Add the YAML pipelines that need explicit access on this service connection.",ADO_PROJECT_PIPELINEPERMISSIONS_SERVICECONNECTION_DONT_GRANT_ALL_YAML_PIPELINES_ACCESS
Project,ADO Secure Projects - Service Connections,Secure your projects' services connections by configuring the permissions and securing your connections.,High,DOS2440,Do not share the Service Connection across multiple projects,You should not share a service connection across multiple projects. Limit the access to the service connection to your current project to avoid unwanted data access from another project. Learn more: https://learn.microsoft.com/en-us/azure/devops/pipelines/library/service-endpoints#project-permissions---cross-project-sharing-of-service-connections https://learn.microsoft.com/en-us/azure/devops/pipelines/security/resources,"1. Navigate to Project Settings.  2. Open the Service connections link under Pipelines.  3. Select a service connection.  4. Click on the three dots button.  5. Click Security.  6. Under 'Project permissions' section, make sure 'Only current project' has access and remove other projects that no more require access to the service connection.",ADO_PROJECT_SERVICECONNECTION_DONT_SHARE_SERVICECONNECTIONS_ACROSS_PROJECTS
